Título,Autor,Descripción,Formato,Número de páginas,Fecha de publicación,Calificación promedio,Número de calificaciones,Número de reseñas,URL de la imagen de portada,URL del libro,Categoría
"The Nazi Housewife of Queens, New York",Stacy Kean,"Discover the intersection of two lives in 1950s America—an ordinary Queens housewife harboring a dark Nazi past and a survivor seeking justice. In this tense and shocking tale, their paths collide, unraveling a complex quest for truth across time. Based on actual events, this astonishing story follows the path of two women seeking to establish peaceful new lives in America and leave the devastation of WWII behind, but a shocking discovery upends their lives and locks them in a decades-long journey to confront the past.",Kindle Edition,353 pages,"Published November 19, 2024",3.73,26 ratings,19 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1730245178i/220995094.jpg,https://www.goodreads.com/book/show/220995094-the-nazi-housewife-of-queens-new-york,Mystery
No Greater Loss: A Faith Clarke Mystery,Julie Bates,"Winter 1777

While the Revolutionary War rages up north, Faith Clarke struggles to survive in an economy that has faltered since the war’s onset. Cut off from her family in Pennsylvania, she has never felt more alone. When a group of Virginia Militia takes over her tavern for quarters, she is relieved to have the income even as she wonders what trouble this will bring. The troops are young, undisciplined, and led by the mysterious Captain Hoag. When rumors run rampant regarding an imminent invasion, Faith finds herself caught in the panic. Adding to the discord is her young brother Seth’s obsession with an enslaved woman owned by the prominent Randolph family.

When the body of an enslaved woman is found strangled outside the market, tensions flare as a frightened populace looks for someone to blame. When a second enslaved woman is found murdered, accusations fall on Seth, whose volatile behavior leaves him open to suspicion. Faith is torn between who and what to believe. Did his love for one woman lead him to silence others? Shortly after his arrest, one of her staff is raped a stone’s throw away from Clarke Tavern. Having such a violent act happen so close to home galvanizes Faith. She has to discover the truth.

Despite the increased military presence, deaths continue. An evil presence has soaked the besieged town in fear. No one knows what is more terrifying, the threat of British invaders without, or a cold-blooded killer within. When Seth escapes, Faith realizes time is running out to prove his innocence. He has angered the wrong people who see him as a threat in more ways than one. When a young soldier is found dead next door, Faith realizes that there is more going on beneath the surface. Someone is willing to do anything to keep a secret. Faith seeks answers among the free and enslaved, hoping someone reveals the answer. As losses mount, she realizes there is no greater loss than to lose everything one holds dear.",Kindle Edition,315 pages,"Published January 14, 2025",0.00,0 ratings,0 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1735593304i/223112484.jpg,https://www.goodreads.com/book/show/223112484-no-greater-loss,Mystery
Hounds of the Hollywood Baskervilles,Elizabeth Crowens,"Asta, the dog from the popular Thin Man series, has vanished, and production for his next film is pending. MGM Studios offers a huge reward, and that’s exactly what young private detectives Babs Norman and Guy Brandt need for their struggling business to survive. Celebrity dognapping now a growing trend, when the police and city pound ridicule Basil Rathbone and ask, “Sherlock Holmes has lost his dog?” Basil also hires the B. Norman Agency to find his missing Cocker Spaniel.

The three concoct a plan for Basil to assume his on-screen persona and round up possible suspects, including Myrna Loy and William Powell; Dashiell Hammett, creator of ; Nigel Bruce, Basil’s on-screen Doctor Watson; Hollywood-newcomer, German philanthropist and film financier Countess Velma von Rache, and the top animal trainers in Tinseltown. Yet everyone will be in for a shock when the real reason behind the canine disappearances is even more sinister than imagined.

Jump into , Book One of the Babs Norman Golden Age of Hollywood Mystery series, Finalist in the Killer Nashville Claymore Awards for Comedy and First Prize winner in the Chanticleer Review’s Mark Twain Awards for Comedy and Satire. Get ready for its sequel, , featuring Humphrey Bogart and the cast of .",Kindle Edition,302 pages,"Published March 5, 2024",3.70,47 ratings,36 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1700609588i/202507774.jpg,https://www.goodreads.com/book/show/202507774-hounds-of-the-hollywood-baskervilles,Mystery
The Next Chapter: Writing in Retirement,Julie A. Gorges,"Write and Publish a Novel, Memoir, Non-Fiction Book, or Blog Become a Freelancer or Travel Writer as an Encore CareerPen Poetry, Start Journaling, or Write a PlayWhatever Your Dream, This Ultimate Guide Will Help You Begin your Creative Journey

The Next Writing in Retirement contains a wealth of information to help any aspiring writer. But, if you’re retired or looking for an encore career, this book is written specifically with you in mind.

As an international award-winning author, blogger, and freelance writer for over three decades, Julie A Gorges has written an empowering book to help you write your way to a happy and fulfilling retirement.

After all, you’re never too old to pursue your passion!

The book provides the inspiration and motivation you need while sharing Gorges’ extensive knowledge and experience to jump-start your writing during your golden years.

With plenty of encouragement and help, you’ll explore all the many options available today – whether you want to write for pleasure or profit. Once you decide which direction to take, this book will guide you down your path with easy-to-understand steps to accomplish your goals.

The comprehensive guide includes vital tips on how inspiration for ideascreate the perfect writing space and develop a writing routinewrite a novel, non-fiction book, or your life storyfind an agent and/or publishing housebecome an indie writer and self-publish at no costpromote and market your bookwrite articles that sell and find freelance gigs on the Internetstart, promote, and monetize a blogwrite travel articles and bookspen poetry or write a playstart a journalFor further inspiration, the book includes interviews with retirees who successfully took up writing in their golden years. They share a variety of viewpoints, share a practical and realistic portrayal of what it takes to get started in this industry, and explain how they overcame challenges.

Don’t wait any longer to reimagine your retirement and turn your writing dreams into reality.",Kindle Edition,384 pages,"Published September 30, 2024",4.63,8 ratings,7 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1727804433i/219834584.jpg,https://www.goodreads.com/book/show/219834584-the-next-chapter,Nonfiction
The No-Regrets Bucket List: Simple Ideas for Living the Life You Were Meant to Live,Marion Elizabeth Witte,"Who Do You Want to Be Before You Die?

When you mention a bucket list, many people think about the movie of the same name starring Morgan Freeman and Jack Nicholson. The characters they play are critically ill, and as such they create a ""to do"" list of things to accomplish before they kick the bucket. The idea depicted in the film generated an interest in the public in preparing their own personal bucket list, including on them such items as activities to engage in or things to acquire during one's lifetime.

The No-Regrets Bucket List suggests there is also a need to create a bucket list for living, one that establishes the criteria for who we want to be during our lifetime, and how
we can live a more authentic and purpose-driven life. This tool can aid the preparer in creating a more meaningful life, as opposed to winding up with regrets for the life they actually lived.

This book provides a sampling of bucket list ideas, and it encourages the reader to develop their personal list. Whether one chooses to create a bucket list or not, the book is filled with common-sense, realistic and inspirational ideas for living a meaningful life.",Kindle Edition,250 pages,"First published February 15, 2013",4.32,22 ratings,13 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720105614i/216057838.jpg,https://www.goodreads.com/book/show/216057838-the-no-regrets-bucket-list,Nonfiction
True and False Magic: A Tools Workbook,Phil Stutz,"Based on the bestselling, groundbreaking self-help book The Tools, this expansive workbook hybrid helps us access the power of the unconscious.

The universe contains three unavoidable domains: uncertainty, the need for constant work, and pain. We can meet the demands of these domains, which encapsulate the problems we all face, only by accessing the unconscious and harnessing our Life Force. While therapist Phil Stutz offers some symptom relief in The Tools, Coming Alive, and Lessons for Living, providing a framework for understanding how to engage with our lives head-on, True and False Magic brings his entire worldview together into an actionable process—one that you can return to again and again.

Readers will encounter familiar Stutzian concepts like Life Force, Part X, and the Realm of Illusion, but the methods conveyed here are stitched together into both a meta-theory and a map-like protocol. Stutz’s method has long been praised by his high-powered clientele, but now anyone can follow along with the prescriptive exercises to access their unconscious and overcome life’s many hurdles.",Paperback,160 pages,"Expected publication March 25, 2025",4.00,1 rating,1 review,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1735925689i/216602928.jpg,https://www.goodreads.com/book/show/216602928-true-and-false-magic,Nonfiction
Autopsy of an Ex-Teen Heartthrob,Avan Jogia,"Writer, director, and actor Avan Jogia delivers a bright and acidic poetry collection on fame, rage, love, and sadness. A biting postmortem of the modern age, for fans of Lana Del Rey and Atticus.

Avan Jogia grew up as a teen idol. He stumbled into the spotlight during the birth of the internet, the early days of Instagram and Twitter, before everyone online was a star. He spent his time in that spotlight writing, observing the cult of celebrity, the hilarity, the absurdity, and sometimes sinister side of being idolized before you’ve even had the chance to decide for yourself who you are.

Now, in his most revealing and honest work to date, he has assembled a book of poems as an act of self-dissection. Part boozy lovesick rage and part personal reflection on the nature of fame, Autopsy (of an Ex-Teen Heartthrob) is a sharp, tantalizing collection of poems examining Avan’s relationship with ego, idolatry, love as an act of worship, rage as an act of prayer, and sadness as confession.

Through vivid imagery (and sometimes startling honesty) Avan cuts himself open and observes the false gods he has worshipped, the ways he has sinned, and exhumes a version of himself that looks like someone we all know: a person searching for the means to cure pain, mend the wounds of insecurity, and satiate cravings for love.",Hardcover,240 pages,"Expected publication March 11, 2025",3.82,11 ratings,5 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1726674808i/207298784.jpg,https://www.goodreads.com/book/show/207298784-autopsy-of-an-ex-teen-heartthrob,Poetry
Poems for the Dark,Nightbirde,"Nightbirde (Jane) was the winner of Simon Cowell’s Golden Buzzer on America’s Got Talent. She represented so many who were going through their own difficult journeys when she walked on that stage. This collection of poems, written during some of the toughest times of her life, span a wide range of emotion, from elation to devastation to hope.

This full-color, beautifully illustrated collection of poetry represents the light Jane put into the world. The proceeds of this book will benefit other women like Jane through The Nightbirde Foundation.",Hardcover,96 pages,"First published January 1, 2023",4.75,56 ratings,14 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1702410891i/203696410.jpg,https://www.goodreads.com/book/show/203696410-poems-for-the-dark,Poetry
In the Deluge,Dana Lockhart,"Words flow across the page like water flows down a stream. Rain, thunderstorms, hail, and hurricanes. There is no life without water, but water can also take life away.

The sound of thunder is never far away,
Rumbling like distant beating drums.

I am still waiting for the rain.

Like being swept up in the waves of a flood, features contemporary poetry that stirs and swirls with emotion. Inside you will find five great seas of sorrow, wrath, fear, love, and dreams.",Kindle Edition,137 pages,"Published August 4, 2023",3.58,19 ratings,4 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1687721567i/180539965.jpg,https://www.goodreads.com/book/show/180539965-in-the-deluge,Poetry
Food Person,Adam D. Roberts,"A delectable comedy of manners about cooking, ambition, and friendship set in the food world as a young and socially awkward writer takes a job ghostwriting the cookbook for a famous (and famously chaotic) Hollywood starlet.

Isabella Pasternack is a food person. She revels in the beauty of a perfectly cooked egg, she daydreams about her first meal at Chez Panisse, and every inch of her tiny apartment teems with cookbooks, from Prune to Cooking by Hand to . What Isabella is not, unfortunately, is a gainfully employed person. In the wake of a disastrous live-streamed soufflé demonstration, Isabella is summarily fired from her job at a digital food magazine and must quickly find a way to keep herself in buckwheat and anchovy paste. When offered the opportunity to ghostwrite a cookbook for Molly Babcock, the once-beloved television actress now mired in scandal, Isabella warily accepts. Unfortunately, Molly quickly proves herself to be a nightmare hungover, flakey, shallow, and—worst of all—indifferent to food. But between Molly’s bizarre late-night texts, goofy confessions, and impromptu road trips, Isabella reluctantly begins to see Molly’s charms. Can Isabella corral Molly out of the gossip rags and into the kitchen? Can she find the key to Molly’s heart and stomach? Or will Isabella’s devotion to her culinary idols and Molly’s monstrous ego send the entire cookbook—and both of their careers—up in flames?

A mouth-watering, hilarious debut peppered with insider food world detail—the real writers behind celebrity chef cookbooks, the hot restaurants that run on the backs of their sous-chefs, the secret to perfect —Adam Roberts' is a literary soufflé—a deceptively light, deliciously rich, showstopping confection.",Hardcover,320 pages,"Expected publication May 20, 2025",3.53,15 ratings,11 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1733850451i/217927669.jpg,https://www.goodreads.com/book/show/217927669-food-person,Romance
To Capture a Mountain Man,Robin Lee Hatcher,"She came seeking adventure. He never expected her to find him.

Lady Amanda Whitcombe dreamed of the untamed beauty of the American West from the moment Buffalo Bill’s Wild West dazzled her during the Queen’s Jubilee. But nothing could prepare her for the rugged wilderness of Yellowstone—or the man who would change her life forever.

When Amanda is swept into the icy currents of a park river, game scout Isaiah Coltrane rescues her. Used to solitude and determined to avoid entanglements—especially with a woman as refined as Amanda—he’s eager to return her to civilization. Yet her courage and quick wit soon prove there’s more to her than the polished exterior of an English lady.

Bound by circumstance and danger, Amanda and Isaiah must navigate the perils of poachers, rustlers, and a growing affection he is not ready to admit. Isaiah believes Amanda belongs in the world of fine society, not the remote mountains he calls home. But Amanda’s heart has already chosen him—and she’s willing to fight for the man who believes he’s unworthy of her love.

A romance of courage, love, and an unbreakable bond forged in the wild.",Paperback,312 pages,"Expected publication February 10, 2025",4.83,18 ratings,16 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1736348172i/223379916.jpg,https://www.goodreads.com/book/show/223379916-to-capture-a-mountain-man,Romance
The Roommate Mistake,Pippa Grant,"An injured rugby star, his pregnant roommate, and one rule they can’t Don’t date the owner’s daughter.

It was supposed to be an easy house- and dog-sitting gig while the owner was gone for a month. But when my sportsing landlord comes home unexpectedly, injured and in need of a new arrangement, we end up as accidental roommates instead.

But if Holt Webster, the tall, thick-muscled, square-jawed, broody-eyed rugby player, had told me he played for the Copper Valley Pounders, I would’ve told him that my stepdad bought the team while I was working cruise ships overseas.

And he would’ve noped out of offering me a place to stay because the only thing worse than looking like you’re flirting with the owner’s daughter is looking like you’re hooking up with the owner’s pregnant daughter.

Yes, yes, I’m woman—the one who accidentally got knocked up, decided to keep the baby, and had to move home because pregnancy and cruise ships aren’t a good match.

And now I’m woman who doesn’t just look like she’s hooking up with an off-limits player. I actually hooking up with an off-limits player. But who can blame me? He’s hot. He’s kind. And he’s spending our nights sleeping with his hand on my baby bump.

Claiming us both.

But if my dad finds out, Holt’s gone. And we’ll be…rucked.",Kindle Edition,444 pages,"Expected publication February 6, 2025",4.66,124 ratings,102 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1736884312i/223317555.jpg,https://www.goodreads.com/book/show/223317555-the-roommate-mistake,Romance
Waste Wars: The Wild Afterlife of Your Trash,Alexander Clapp,"A globe-trotting work of relentless investigative reporting, this is the first major book to expose the catastrophic reality of the multi-billion-dollar global garbage trade.


Dumps and landfills around the world are overflowing. Disputes about what to do with the millions of tons of garbage generated every day have given rise to waste wars waged almost everywhere you look. Some are border skirmishes. Others hustle trash across thousands of miles and multiple oceans. But no matter the scale, one thing is true about almost all of them: few people have any idea they’re happening.


Journalist Alexander Clapp spent two years roaming five continents to report deep inside the world of Javanese recycling gangsters, cruise ship dismantlers in the Aegean, Tanzanian plastic pickers, whistle-blowing environmentalists throughout the jungles of Guatemala, and a community of Ghanaian boys who burn Western cellphones and televisions for cents an hour, to tell readers what he has figured out: While some trash gets tossed onto roadsides or buried underground, much of it actually lives a secret hot potato second life, getting shipped, sold, re-sold, or smuggled from one country to another, often with devastating consequences for the poorest nations of the world.


is a jaw-dropping exposé of how and why, for the last forty years, our garbage — the stuff we deem so worthless we think nothing of throwing it away — has spawned a massive, globe-spanning, multi-billion-dollar economy, one that offloads our consumption footprints onto distant continents, pristine landscapes, and unsuspecting populations. If the handling of our trash reveals deeper truths about our Western society, what does the globalized business of garbage say about our world today? And what does it say about us?",Hardcover,400 pages,"Expected publication February 25, 2025",4.60,15 ratings,11 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1734640424i/214175143.jpg,https://www.goodreads.com/book/show/214175143-waste-wars,Science
Thinking Like a Human: The Power of Your Mind in the Age of AI,David Weitzner,"A bright and timely book that celebrates the value of the human mind

AI is at the forefront of everyone's from students and artists, to CEO's and service workers. But what exactly is AI, and how does it influence our everyday lives? And more than that, what does it mean for our future? Is there a way for us to retain our ""humanness"" in a world ever-reliant on tech?

This groundbreaking book argues that the key technology we use to make strategic, political, and ethical decisions is flawed. As we race headlong into a future where we outsource all of our problem solving to artificial intelligence, the greatest threat to humanity is not superintelligent machinery, but a lack of trust in the power of our own minds. This book offers a new way forward—what Dr. Weitzner calls ""artful intelligence""—a philosophy that celebrates our humanness and can help each of us make better decisions and create a healthier relationship with the world around us.

In these pages, the author walks us through how AI often fails and how that affects our lives. But readers will also meet the rockstars, inventors, and business leaders who embody artful intelligence and are changing our world for the better in an era rampant with AI malpractic—while being taught how to do the same.",Hardcover,320 pages,"Expected publication April 22, 2025",0.00,0 ratings,0 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1733867384i/215057175.jpg,https://www.goodreads.com/book/show/215057175-thinking-like-a-human,Science
Aqua's Adventure from the Deep Blue Sea to the Rolling River: Water Droplets Journey Through the Water Cycle,Nabeela Alidina,"Embark on an enchanting journey with Aqua, a spirited water droplet, in this heartwarming children's book. As Aqua explores the wonders of the water cycle, young readers discover the importance of resilience, conservation, and the transformative power of nature. Facing challenges and learning valuable life lessons, Aqua's Adventures is not just a story; it's an exploration of the interconnected beauty of Earth, making it an engaging read for children, parents, and teachers alike. Written for ages 3-7, this tale of adventure and discovery invites readers to appreciate the vital role water plays in our world.",Formato no encontrado,Número de páginas no encontrado,"Published December 8, 2023",5.00,2 ratings,0 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1702110083i/203527568.jpg,https://www.goodreads.com/book/show/203527568-aqua-s-adventure-from-the-deep-blue-sea-to-the-rolling-river,Science
Grand Theft AI,James Cox,"San Francisco, 2051. Rising like neo-Shanghai over the Bay, a labyrinth of quantum accelerators, hologram dreams, and fiercely regulated androids. Forget powder, pills, or bud—kids get high slotting wafers of data under the ear, and they’ll pay fat ¢rypto for the best. At the hottest nightclub in the city … the Fang. Baz Covane is a battle-scarred thief who sticks to small-time bots. Ria Rose is the underworld “fixer” with a big-time score that could easily get ’em both killed. ’Cuz the Fang’s psychotic kingpin Otto Rex has a vault with more security than a fusion reactor. And the glass inside is priceless—enough to set up Baz, Ria, and their crack team of cyber-misfits on the white sands of Tahiti forever. But this crime doesn’t just carry infinite VR-Prison time—it’s Baz and Ria’s last shot at redemption. Forced to confess every last secret on their neurals, they’ll have to trust each other completely if they stand any chance of infiltrating Otto’s lair, raiding its spiraling rings of physical and virtual firewalls, to finally hack into his mind and crack his deepest layer of security, before the Blackhawks touch down with federal warrants—for Grand Theft AI.",Paperback,378 pages,"First published July 23, 2024",3.75,69 ratings,24 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1723699183i/217470801.jpg,https://www.goodreads.com/book/show/217470801-grand-theft-ai,Science Fiction
The Gate of the Feral Gods,Matt Dinniman,"New Achievement! Total, Utter Failure.

You failed a quest less than five minutes after you received it. Now that’s talent.

A floating fortress occupied by warrior gnomes. A castle made of sand. A derelict submarine guarded by malfunctioning machines. A haunted crypt surrounded by lethal traps.

It was supposed to be easy. One bubble. Four castles. Fifteen days. Capture each one, and the stairwell is unlocked.

Here's the thing. It's never easy. Carl and his team can't go it alone. Not this time. They must rely on the help of the low-level, I-can't-believe-these-idiots-are-still-alive crawlers trapped in the bubble with them. But can they be trusted?

Welcome, Crawler. Welcome to the fifth floor of the dungeon.",Hardcover,608 pages,"First published June 14, 2021",4.58,"27,665 ratings","1,468 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1734098514i/220772908.jpg,https://www.goodreads.com/book/show/220772908-the-gate-of-the-feral-gods,Science Fiction
8: Tales of The Big Men from The Nod/Wells Timelines,Michael Shotter,"In recent years, the “Nod/Wells Timelines” have become a fixture in the speculative-fiction community, with seven novel-length books spanning the science fiction, paranormal thriller, and horror sub-genres via their unique and compelling takes on historical, contemporary, and near-future versions of the world we all inhabit.

Throughout these tales stand “the big men,” individuals of great power and prominence whose actions (or lack thereof) often profoundly shape and influence those realities.

At times driven by their own ambitions and desires and at times the victims or beneficiaries of stunning turns of fate, the big men go about their business, playing important roles in their world, and others, and proving beyond question that, as the old adage suggests: “Sometimes, the clothes… and shoes… do indeed make (or break) the man.”

This collection includes the following eight tales in addition to the special “bonus” stories, “Exit Strategy,” “A Little Help,” “Out With a Bang,” and “Imitating Art,” which offer a few “optional” extensions and alternative conclusions to the experience.

Paper or Plastic?
Walt
Office Hours
The Beloved Jacob Westbrook
Hostile Takeover
Poker Night
Fair Game
If The Shoes Fit",Kindle Edition,174 pages,"Expected publication February 7, 2025",5.00,3 ratings,4 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1713547701i/211850199.jpg,https://www.goodreads.com/book/show/211850199-8,Science Fiction
The No-Regrets Bucket List: Simple Ideas for Living the Life You Were Meant to Live,Marion Elizabeth Witte,"Who Do You Want to Be Before You Die?

When you mention a bucket list, many people think about the movie of the same name starring Morgan Freeman and Jack Nicholson. The characters they play are critically ill, and as such they create a ""to do"" list of things to accomplish before they kick the bucket. The idea depicted in the film generated an interest in the public in preparing their own personal bucket list, including on them such items as activities to engage in or things to acquire during one's lifetime.

The No-Regrets Bucket List suggests there is also a need to create a bucket list for living, one that establishes the criteria for who we want to be during our lifetime, and how
we can live a more authentic and purpose-driven life. This tool can aid the preparer in creating a more meaningful life, as opposed to winding up with regrets for the life they actually lived.

This book provides a sampling of bucket list ideas, and it encourages the reader to develop their personal list. Whether one chooses to create a bucket list or not, the book is filled with common-sense, realistic and inspirational ideas for living a meaningful life.",Kindle Edition,250 pages,"First published February 15, 2013",4.32,22 ratings,13 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720105614i/216057838.jpg,https://www.goodreads.com/book/show/216057838-the-no-regrets-bucket-list,Self Help
Little Madhouse on the Prairie: A True-Life Story of Overcoming Abuse and Healing the Spirit,Marion Elizabeth Witte,"Marion Witte was raised in a little house on the prairie, but her childhood was nothing like the idyllic version of childhood made famous by Laura Ingalls.
Witte's story has its roots in immigrant grandparents who struggle to make a living on the harsh Midwestern plains. Unbelievable hardship, alcoholism, abuse and abandonment were the norm during her youth. Witte endured punishments that had devastating emotional effects. She was often locked in a dark, dirty cellar with the rats and mice, terrifed and too little to turn on the light bulb that hung high above her.
As Witte retells the circumstances of her youth, it becomes clear that this book is much more than a compelling story of childhood mistreatment. The crux of her story maintains that once abuse stops, the psychological damage lingers. Even as Witte graduated from college, became a CPA, and had her own family, she knew that there were wounds to be healed. Witte takes the reader on the journey she pursued to heal from the past, and the pitfalls and successes of that process. Her honest and compassionate portrayal draws the reader into an analysis of negative adult behaviors and why we may behave in an emotionally immature manner.
This is a book that connects the dots between our childhood experiences, our current adult behavior and the way we parent.",Kindle Edition,240 pages,"Published April 1, 2012",4.41,86 ratings,58 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388528141i/20406213.jpg,https://www.goodreads.com/book/show/20406213-little-madhouse-on-the-prairie,Self Help
"Glimmers Journal: Reflect on the Small Moments That Bring You Joy, Safety, and Connection",Deb Dana,"From the conceptualizer of glimmers—prompts to help you savor the micromoments of joy and well-being in your day.


First coined in Deb Dana’s book Polyvagal Theory in Therapy, “glimmers” are the micromoments in your day that spark a sense of joy. They can be anything from catching a view of the skyline to cuddling with your pet. Glimmers tell your nervous system that you are safe and okay in the world, thus shifting your system’s response from defense to calm. When we notice and name glimmers, we train our nervous system to be open to more of these moments—expanding our overall sense of well-being.


This beautiful journal provides a framework for readers to name and savor their glimmers. Expertly crafted prompts encourage readers to notice various types of glimmers that they might otherwise be unaware of—such as glimmers in nature or in the arts, “every day” glimmers, social glimmers, and even the range of glimmer “flavors.” is for anyone looking to build a foundation of wellness and regulation.",Hardcover,224 pages,"Expected publication March 4, 2025",4.00,1 rating,0 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1721681087i/213395472.jpg,https://www.goodreads.com/book/show/213395472-glimmers-journal,Self Help
Comeback,Rebecca Jenshak,"My brother’s best friend is such a jerk.

An imposing, handsome jerk who doesn’t trust me. And now we’re roommates.

He wanders around the apartment in nothing but gray sweatpants, looking like a broody, tattooed muscle god, and playing music that shakes the walls. I want to hate him for treating me like an intruder, but there’s something about the way he looks at me—like he’s trying to figure me out—that keeps pulling me in.



Every time I move around our apartment, I can feel his glare. And the worst part? It only makes me want him more.

Not that it matters.

He’s my brother’s best friend—the one guy I can never have. But after a late-night rescue, we go from sharing a wall to sharing a bed.

I’m not sure what my brother would do if he found out, but it doesn’t matter because Archer says it can’t happen again.



Comeback is a football romance with lots of spice, swoon, and a happily ever after. It’s the third book in the Holland Brothers series and can be read as a standalone.

Tropes:

- forced proximity / roommates
- broody tattooed football hero
- sneaking around
- ASL and chronic illness rep
- dual POV",Kindle Edition,369 pages,"First published January 30, 2025",4.18,"2,594 ratings",582 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1734032635i/216375349.jpg,https://www.goodreads.com/book/show/210296782-ace-marvel-spy?from_choice=false&from_home_module=false,Sports
Comeback,Rebecca Jenshak,"My brother’s best friend is such a jerk.

An imposing, handsome jerk who doesn’t trust me. And now we’re roommates.

He wanders around the apartment in nothing but gray sweatpants, looking like a broody, tattooed muscle god, and playing music that shakes the walls. I want to hate him for treating me like an intruder, but there’s something about the way he looks at me—like he’s trying to figure me out—that keeps pulling me in.



Every time I move around our apartment, I can feel his glare. And the worst part? It only makes me want him more.

Not that it matters.

He’s my brother’s best friend—the one guy I can never have. But after a late-night rescue, we go from sharing a wall to sharing a bed.

I’m not sure what my brother would do if he found out, but it doesn’t matter because Archer says it can’t happen again.



Comeback is a football romance with lots of spice, swoon, and a happily ever after. It’s the third book in the Holland Brothers series and can be read as a standalone.

Tropes:

- forced proximity / roommates
- broody tattooed football hero
- sneaking around
- ASL and chronic illness rep
- dual POV",Kindle Edition,369 pages,"First published January 30, 2025",4.18,"2,594 ratings",582 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1734032635i/216375349.jpg,https://www.goodreads.com/book/show/216375349-comeback?from_choice=false&from_home_module=false,Sports
10-33 Go!,Danny R. Smith,"South Central Los Angeles – 1985.

Gentrification is decades away. The streets, alleys, and parks are besieged by rival gang members. They no longer fight with knives and chains but now kill each other—and many innocent bystanders—with modern and more deadly AK-47s, Mac-10s, and Uzi machine pistols. Citizens live in fear behind barred windows. Children sleep on the floor to avoid stray bullets, their mothers huddled next to them.

And the cops of Firestone station put themselves in harm’s way to make life a little bit safer for the vulnerable.

Raised on the mean streets of Compton, veteran patrol deputy Tony Delgado, along with his partner, Larry Scampton, make it their mission to find would-be cop killer Terrell “T-rock” Young, who is also responsible for the death of a little girl. When Delgado and Scampton take their trainees to the projects to hunt for him, they come under fire. Is T-rock lying in wait for them?

10-33 Go! is an action-packed, standalone street cop novel by the best-selling author of the award-winning Dickie Floyd Detective series, Danny R. Smith. If you enjoy authentic police procedurals written by someone who lived the life, you’ll love this riveting tale of tough cops and the hardcore gangsters they pursue.

— Jake Needham, Amazon #1 bestselling writer of the Inspector Samuel Tay series",Kindle Edition,304 pages,"First published September 8, 2024",4.79,53 ratings,14 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1725823432i/218624227.jpg,https://www.goodreads.com/book/show/218624227-10-33-go,Thriller
Obey All Laws,Cindy Goyette,"When Phoenix probation officer Casey Carson goes to work, she expects naked people to answer doors, meth-addicted clients to hit on her, and angry judges to chew her out in court. After a routine home visit with a client, a Diablo gang member, goes horribly wrong, she knows she must watch her back. Even she must admit that a one-eyed, bad-ass, angry gangster and his crew gunning for her is a bit more than she was trained to handle.

Casey has even more reason to fear Diablo when her cousin Hope goes missing, and it looks like their handiwork. With women vanishing at an alarming rate in the area, police treat Hope’s disappearance as a priority. Still, Casey can’t sit on the sidelines, even with her ex-husband leading the investigation. After she receives information that proves her suspicions about Diablo right, the gang will do anything to keep her from sharing it with police, even if that means taking her on a one-way trip to the desert.",Kindle Edition,310 pages,"Published January 9, 2024",4.51,91 ratings,29 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1702333053i/203655407.jpg,https://www.goodreads.com/book/show/203655407-obey-all-laws,Thriller
